SourceCodeId	SourceCodeSystem	SourceCode	SourceName	GroupId	TargetConceptId	TargetConceptCode	TargetConceptName	TargetDomain	TargetClass	StandardCode
199	MEDDRA	10056328	Hepatic ischaemia	1	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
200	MEDDRA	10048245	Yellow skin	1	4021666	225549006	Yellow skin	Condition	Clinical Finding	S
201	MEDDRA	10017635	Gallbladder non-functioning	1	4279542	367467003	Absent gallbladder function	Condition	Clinical Finding	S
202	MEDDRA	10051012	Gastric varices	1	4237824	91109007	Gastric varices	Condition	Clinical Finding	S
203	MEDDRA	10067969	Cholestatic liver injury	1	4318541	95556007	Cholestatic hepatitis	Condition	Clinical Finding	S
204	MEDDRA	10021083	Hypoproteinaemia	1	4228222	8900005	Hypoproteinemia	Condition	Clinical Finding	S
206	MEDDRA	10059766	Haemorrhagic ascites	1	4324264	71603004	Hemorrhagic ascites	Condition	Clinical Finding	S
207	MEDDRA	10064190	Cholestatic pruritus	1	45773561	707150004	Cholestatic pruritus	Condition	Clinical Finding	S
208	MEDDRA	10019660	Hepatic encephalopathy	1	4029488	13920009	Hepatic encephalopathy	Condition	Clinical Finding	S
209	MEDDRA	10019668	Hepatic fibrosis	1	4267417	62484002	Hepatic fibrosis	Condition	Clinical Finding	S
210	MEDDRA	10019842	Hepatomegaly	1	197676	80515008	Large liver	Condition	Clinical Finding	S
211	MEDDRA	10024275	Leucine aminopeptidase increased	1	4146067	35105006	Increased	Meas Value	Qualifier Value	S
211	MEDDRA	10024275	Leucine aminopeptidase increased	1	4267427	62540000	Leucine aminopeptidase measurement	Measurement	Procedure	S
212	MEDDRA	10019641	Hepatic cirrhosis	1	4064161	19943007	Cirrhosis of liver	Condition	Clinical Finding	S
213	MEDDRA	10058286	Gallbladder adenocarcinoma	1	4262123	35917007	Adenocarcinoma	Observation	Morph Abnormality	S
213	MEDDRA	10058286	Gallbladder adenocarcinoma	1	4151384	28231008	Gallbladder structure	Spec Anatomic Site	Body Structure	S
214	MEDDRA	10010317	Congenital absence of bile ducts	1	4030120	1287007	Congenital absence of bile duct	Condition	Clinical Finding	S
215	MEDDRA	10073071	Hepatocellular carcinoma	1	4001171	109841003	Liver cell carcinoma	Condition	Clinical Finding	S
216	MEDDRA	10017624	Gallbladder cholesterolosis	1	197318	61565001	Cholesterolosis of gallbladder	Condition	Clinical Finding	S
217	MEDDRA	10027761	Mixed hepatocellular cholangiocarcinoma	1	4166154	274902006	Combined hepatocellular carcinoma and cholangiocarcinoma	Condition	Clinical Finding	S
218	MEDDRA	10017687	Gamma-glutamyltransferase	1	4244576	60153001	gamma-Glutamyltransferase	Observation	Substance	S
219	MEDDRA	10019851	Hepatotoxicity	1	4144765	427399008	Drug-induced disorder of liver	Condition	Clinical Finding	S
220	MEDDRA	10019713	Hepatic vein thrombosis	1	4301208	38739001	Hepatic vein thrombosis	Condition	Clinical Finding	S
221	MEDDRA	10034405	Perforation bile duct	1	192957	37439003	Perforation of bile duct	Condition	Clinical Finding	S
222	MEDDRA	10010427	Congenital cystic disease of liver	1	197654	72925005	Congenital cystic disease of liver	Condition	Clinical Finding	S
223	MEDDRA	10050287	Ammonia	1	4184927	43953005	Ammonia	Observation	Substance	S
224	MEDDRA	10008617	Cholecystitis chronic	1	200765	20824003	Chronic cholecystitis	Condition	Clinical Finding	S
225	MEDDRA	10066879	Gallbladder cancer metastatic	1	4313079	94312000	Secondary malignant neoplasm of gallbladder	Condition	Clinical Finding	S
226	MEDDRA	10004269	Benign hepatic neoplasm	1	4243427	92186001	Benign neoplasm of liver	Condition	Clinical Finding	S
227	MEDDRA	10056375	Bile duct obstruction	1	201066	30144000	Obstruction of bile duct	Condition	Clinical Finding	S
227	MEDDRA	10056375	Bile duct obstruction	2	4026155	197446008	Occlusion of bile duct	Condition	Clinical Finding	S
228	MEDDRA	10008602	Cholangiolitis	1	4261812	35571009	Cholangiolitis	Condition	Clinical Finding	S
229	MEDDRA	10062693	Gallbladder enlargement	1	4101230	300344005	Gallbladder enlarged	Condition	Clinical Finding	S
231	MEDDRA	10017631	Gallbladder fistula	1	200154	16957005	Fistula of gallbladder	Condition	Clinical Finding	S
232	MEDDRA	10017642	Gallbladder injury	1	4094976	262805007	Injury of gallbladder	Condition	Clinical Finding	S
233	MEDDRA	10004685	Bilirubin conjugated increased	1	4216632	39748002	Bilirubin, direct measurement	Measurement	Procedure	S
233	MEDDRA	10004685	Bilirubin conjugated increased	1	4146067	35105006	Increased	Meas Value	Qualifier Value	S
234	MEDDRA	10049058	HELLP syndrome	1	4316372	95605009	HELLP syndrome	Condition	Clinical Finding	S
235	MEDDRA	10017690	Gamma-glutamyltransferase decreased	1	4053347	1250004	Decreased	Meas Value	Qualifier Value	S
235	MEDDRA	10017690	Gamma-glutamyltransferase decreased	1	4289475	69480007	Gamma glutamyl transferase measurement	Measurement	Procedure	S
236	MEDDRA	10019680	Hepatic infarction	1	194417	17890003	Hepatic infarction	Condition	Clinical Finding	S
237	MEDDRA	10019707	Hepatic rupture	1	4340943	235887001	Rupture of liver	Condition	Clinical Finding	S
238	MEDDRA	10054888	Transaminases	1	4035061	130093006	Aminotransferase	Observation	Substance	S
239	MEDDRA	10003547	Asterixis	1	4138992	32838008	Asterixis	Condition	Clinical Finding	S
240	MEDDRA	10019635	Hepatic artery embolism	1	4197396	80235008	Hepatic artery embolism	Condition	Clinical Finding	S
241	MEDDRA	10058991	Hepatic vein occlusion	1	4238060	57348003	Portal vein obstruction	Condition	Clinical Finding	S
242	MEDDRA	10001551	Alanine aminotransferase increased	1	4249568	409673008	ALT (SGPT) level raised	Condition	Clinical Finding	S
243	MEDDRA	10073073	Hepatobiliary cancer	1	4146820	34707002	Biliary tract structure	Spec Anatomic Site	Body Structure	S
243	MEDDRA	10073073	Hepatobiliary cancer	1	4246127	93870000	Malignant neoplasm of liver	Condition	Clinical Finding	S
243	MEDDRA	10073073	Hepatobiliary cancer	1	443392	363346000	Malignant neoplastic disease	Condition	Clinical Finding	S
243	MEDDRA	10073073	Hepatobiliary cancer	1	4181327	363353009	Malignant tumor of gallbladder	Condition	Clinical Finding	S
244	MEDDRA	10059325	Hepatic cancer stage IV	1	4246127	93870000	Malignant neoplasm of liver	Condition	Clinical Finding	S
245	MEDDRA	10005430	Blood cholinesterase decreased	1	4053347	1250004	Decreased	Meas Value	Qualifier Value	S
245	MEDDRA	10005430	Blood cholinesterase decreased	1	4179778	50684000	Pseudocholinesterase measurement	Measurement	Procedure	S
247	MEDDRA	10008910	Chronic hepatitis B	1	194574	61977001	Chronic type B viral hepatitis	Condition	Clinical Finding	S
248	MEDDRA	10056523	Hepatobiliary infection	1	4146820	34707002	Biliary tract structure	Spec Anatomic Site	Body Structure	S
248	MEDDRA	10056523	Hepatobiliary infection	1	432250	40733004	Disorder due to infection	Condition	Clinical Finding	S
248	MEDDRA	10056523	Hepatobiliary infection	2	432250	40733004	Disorder due to infection	Condition	Clinical Finding	S
248	MEDDRA	10056523	Hepatobiliary infection	2	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
249	MEDDRA	10003481	Aspartate aminotransferase increased	1	4042568	166669000	AST/SGOT level raised	Condition	Clinical Finding	S
251	MEDDRA	10020942	Hypoalbuminaemia	1	4001047	119247004	Hypoalbuminemia	Condition	Clinical Finding	S
252	MEDDRA	10029530	Non-alcoholic fatty liver	1	4026131	197315008	Non-alcoholic fatty liver	Condition	Clinical Finding	S
253	MEDDRA	10020732	Hyperplastic cholecystopathy	1	4274015	64534006	Hyperplastic cholecystitis	Condition	Clinical Finding	S
254	MEDDRA	10054125	Perihepatic discomfort	1	4090431	247347003	Discomfort	Condition	Clinical Finding	S
254	MEDDRA	10054125	Perihepatic discomfort	1	4136385	264136000	Perihepatic	Observation	Qualifier Value	S
256	MEDDRA	10005364	Blood bilirubin increased	1	4094532	26165005	Increased bilirubin level	Condition	Clinical Finding	S
257	MEDDRA	10066424	Sphincter of Oddi dysfunction	1	4330087	430887001	Dysfunction of sphincter of Oddi	Condition	Clinical Finding	S
258	MEDDRA	10020578	Hyperbilirubinaemia	1	4032334	14783006	Hyperbilirubinemia	Condition	Clinical Finding	S
259	MEDDRA	10059446	Gallbladder necrosis	1	4151384	28231008	Gallbladder structure	Spec Anatomic Site	Body Structure	S
259	MEDDRA	10059446	Gallbladder necrosis	1	4280654	6574001	Necrosis	Observation	Morph Abnormality	S
260	MEDDRA	10066244	Hepatic sequestration	1	4316361	95557003	Red blood cell sequestration in liver	Condition	Clinical Finding	S
261	MEDDRA	10065051	Acute hepatitis C	1	192242	235866006	Acute hepatitis C	Condition	Clinical Finding	S
263	MEDDRA	10010075	Coma hepatic	1	377604	72836002	Hepatic coma	Condition	Clinical Finding	S
264	MEDDRA	10003476	Aspartate aminotransferase	1	4094657	26091008	Aspartate aminotransferase	Observation	Substance	S
265	MEDDRA	10052384	Biliary cyst	1	4340397	235924006	Cyst of biliary tract	Condition	Clinical Finding	S
266	MEDDRA	10051590	Hepatosplenic candidiasis	1	433968	78048006	Candidiasis	Condition	Clinical Finding	S
266	MEDDRA	10051590	Hepatosplenic candidiasis	1	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
266	MEDDRA	10051590	Hepatosplenic candidiasis	1	4302605	78961009	Splenic structure	Spec Anatomic Site	Body Structure	S
267	MEDDRA	10058477	Blood bilirubin abnormal	1	4135493	263654008	Abnormal	Spec Disease Status	Qualifier Value	S
267	MEDDRA	10058477	Blood bilirubin abnormal	1	4118986	302787001	Bilirubin measurement	Measurement	Procedure	S
268	MEDDRA	10001546	Alanine aminotransferase	1	4211515	56935002	Alanine aminotransferase	Observation	Substance	S
270	MEDDRA	10049055	Cholestasis of pregnancy	1	4340944	235888006	Cholestasis of pregnancy	Condition	Clinical Finding	S
271	MEDDRA	10008909	Chronic hepatitis	1	200763	76783007	Chronic hepatitis	Condition	Clinical Finding	S
273	MEDDRA	10059193	Acute hepatitis B	1	197795	76795007	Acute type B viral hepatitis	Condition	Clinical Finding	S
274	MEDDRA	10017693	Gamma-glutamyltransferase increased	1	4171925	274782002	Gamma-glutamyl transferase raised	Condition	Clinical Finding	S
276	MEDDRA	10008629	Cholelithiasis	1	4145627	266474003	Biliary calculus	Condition	Clinical Finding	S
276	MEDDRA	10008629	Cholelithiasis	2	201070	29484002	Cholelithiasis AND cholecystitis without obstruction	Condition	Clinical Finding	S
276	MEDDRA	10008629	Cholelithiasis	3	444367	70342003	Cholelithiasis without obstruction	Condition	Clinical Finding	S
276	MEDDRA	10008629	Cholelithiasis	4	196726	197377009	Gallbladder calculus with acute cholecystitis and no obstruction	Condition	Clinical Finding	S
277	MEDDRA	10052383	Dilatation intrahepatic duct acquired	1	4112263	255396000	Acquired	Observation	Qualifier Value	S
277	MEDDRA	10052383	Dilatation intrahepatic duct acquired	1	4102695	25322007	Dilatation	Observation	Morph Abnormality	S
277	MEDDRA	10052383	Dilatation intrahepatic duct acquired	1	4234107	90140006	Intrahepatic biliary tract structure	Spec Anatomic Site	Body Structure	S
278	MEDDRA	10036204	Portal shunt	1	4049812	233444007	Portosystemic shunt operation	Procedure	Procedure	S
279	MEDDRA	10008630	Cholelithiasis obstructive	1	4300203	77528005	Cholelithiasis with obstruction	Condition	Clinical Finding	S
279	MEDDRA	10008630	Cholelithiasis obstructive	2	195587	50450007	Cholelithiasis AND cholecystitis with obstruction	Condition	Clinical Finding	S
280	MEDDRA	10003445	Ascites	1	200528	389026000	Ascites	Condition	Clinical Finding	S
280	MEDDRA	10003445	Ascites	2	194983	78609007	Chronic peritoneal effusion	Condition	Clinical Finding	S
281	MEDDRA	10005362	Blood bilirubin	1	4118986	302787001	Bilirubin measurement	Measurement	Procedure	S
282	MEDDRA	10011830	Cytomegalovirus hepatitis	1	4092685	186698009	Cytomegalovirus hepatitis	Condition	Clinical Finding	S
283	MEDDRA	10008612	Cholecystitis	1	192956	76581006	Cholecystitis	Condition	Clinical Finding	S
283	MEDDRA	10008612	Cholecystitis	2	4288676	396335001	Acute and chronic cholecystitis	Condition	Clinical Finding	S
284	MEDDRA	10036205	Portal vein phlebitis	1	4310665	85514005	Phlebitis of portal vein	Condition	Clinical Finding	S
285	MEDDRA	10017688	Gamma-glutamyltransferase abnormal	1	4041532	166649005	Gamma-glutamyl transferase level abnormal	Condition	Clinical Finding	S
286	MEDDRA	10076331	Steatohepatitis	1	40482277	442191002	Steatohepatitis	Condition	Clinical Finding	S
287	MEDDRA	10073070	Hepatic cancer recurrent	1	443392	363346000	Malignant neoplastic disease	Condition	Clinical Finding	S
287	MEDDRA	10073070	Hepatic cancer recurrent	1	4113136	255227004	Recurrent	Observation	Qualifier Value	S
288	MEDDRA	10019670	Hepatic function abnormal	1	4326594	75183008	Abnormal liver function	Condition	Clinical Finding	S
289	MEDDRA	10067718	Bilirubin conjugated abnormal	1	4135493	263654008	Abnormal	Spec Disease Status	Qualifier Value	S
289	MEDDRA	10067718	Bilirubin conjugated abnormal	1	4216632	39748002	Bilirubin, direct measurement	Measurement	Procedure	S
290	MEDDRA	10056956	Subacute hepatic failure	1	4059281	197275004	Subacute hepatic failure	Condition	Clinical Finding	S
291	MEDDRA	10023126	Jaundice	1	137977	18165001	Jaundice	Condition	Clinical Finding	S
292	MEDDRA	10018267	Gilbert's syndrome	1	4099740	27503000	Gilbert's syndrome	Condition	Clinical Finding	S
293	MEDDRA	10054889	Transaminases increased	1	436238	274774002	Elevated levels of transaminase & lactic acid dehydrogenase	Condition	Clinical Finding	S
294	MEDDRA	10025697	Malignant neoplasm of ampulla of Vater	1	4178966	363417006	Malignant tumor of ampulla of Vater	Condition	Clinical Finding	S
294	MEDDRA	10025697	Malignant neoplasm of ampulla of Vater	2	441225	371967001	Primary malignant neoplasm of ampulla of Vater	Condition	Clinical Finding	S
295	MEDDRA	10019629	Hepatic adenoma	1	4310731	424263008	Adenoma of liver	Condition	Clinical Finding	S
296	MEDDRA	10000746	Acute fatty liver of pregnancy	1	37396531	716379000	Acute fatty liver of pregnancy	Condition	Clinical Finding	S
297	MEDDRA	10008614	Cholecystitis acute	1	198809	65275009	Acute cholecystitis	Condition	Clinical Finding	S
298	MEDDRA	10051733	Portal vein stenosis	1	4138976	32764006	Portal vein structure	Spec Anatomic Site	Body Structure	S
298	MEDDRA	10051733	Portal vein stenosis	1	4217691	415582006	Stenosis	Observation	Morph Abnormality	S
299	MEDDRA	10068884	Cholelithiasis migration	1	4145627	266474003	Biliary calculus	Condition	Clinical Finding	S
300	MEDDRA	10003477	Aspartate aminotransferase abnormal	1	4043085	166668008	AST/SGOT level abnormal	Condition	Clinical Finding	S
301	MEDDRA	10004684	Bilirubin conjugated	1	4184442	54462003	Direct reacting bilirubin	Observation	Substance	S
302	MEDDRA	10024690	Liver function test abnormal	1	438878	166603001	Liver function tests abnormal	Condition	Clinical Finding	S
303	MEDDRA	10063741	Hepatic amoebiasis	1	194560	75119003	Amebic liver abscess	Condition	Clinical Finding	S
304	MEDDRA	10051705	Hepatic cyst infection	1	432250	40733004	Disorder due to infection	Condition	Clinical Finding	S
304	MEDDRA	10051705	Hepatic cyst infection	1	4225905	85057007	Liver cyst	Condition	Clinical Finding	S
305	MEDDRA	10019637	Hepatic atrophy	1	4231698	89835009	Atrophy of liver	Condition	Clinical Finding	S
306	MEDDRA	10056668	Emphysematous cholecystitis	1	4318836	95558008	Pneumocholecystitis	Condition	Clinical Finding	S
307	MEDDRA	10019692	Hepatic necrosis	1	4337543	87248009	Hepatic necrosis	Condition	Clinical Finding	S
308	MEDDRA	10060795	Hepatic enzyme increased	1	436238	274774002	Elevated levels of transaminase & lactic acid dehydrogenase	Condition	Clinical Finding	S
308	MEDDRA	10060795	Hepatic enzyme increased	2	45769139	707724006	Elevated liver enzymes level	Condition	Clinical Finding	S
310	MEDDRA	10019717	Hepatitis	1	194990	128241005	Inflammatory disease of liver	Condition	Clinical Finding	S
311	MEDDRA	10017649	Gallstone ileus	1	198475	37976006	Gallstone ileus	Condition	Clinical Finding	S
312	MEDDRA	10049869	Blood bilirubin decreased	1	4050611	124078008	Decreased bilirubin level	Condition	Clinical Finding	S
313	MEDDRA	10068237	Hypertransaminasaemia	1	4042568	166669000	AST/SGOT level raised	Condition	Clinical Finding	S
313	MEDDRA	10068237	Hypertransaminasaemia	2	4249568	409673008	ALT (SGPT) level raised	Condition	Clinical Finding	S
314	MEDDRA	10018872	Haemochromatosis	1	4163735	399187006	Hemochromatosis	Condition	Clinical Finding	S
315	MEDDRA	10024670	Liver disorder	1	194984	235856003	Disease of liver	Condition	Clinical Finding	S
316	MEDDRA	10064676	Graft versus host disease in liver	1	443216	234646005	Graft versus host disease	Condition	Clinical Finding	S
316	MEDDRA	10064676	Graft versus host disease in liver	1	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
317	MEDDRA	10065215	Hepatic infection bacterial	1	37399734	318191000009109	Bacterial hepatitis	Condition	Clinical Finding	S
318	MEDDRA	10051734	Hepatic vein stenosis	1	4217691	415582006	Stenosis	Observation	Morph Abnormality	S
318	MEDDRA	10051734	Hepatic vein stenosis	1	4233953	8993003	Structure of hepatic vein	Spec Anatomic Site	Body Structure	S
319	MEDDRA	10018704	Granulomatous liver disease	1	4029363	128561003	Granulomatous disorder	Condition	Clinical Finding	S
319	MEDDRA	10018704	Granulomatous liver disease	1	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
320	MEDDRA	10003479	Aspartate aminotransferase decreased	1	4094657	26091008	Aspartate aminotransferase	Observation	Substance	S
320	MEDDRA	10003479	Aspartate aminotransferase decreased	1	4083207	281300000	Below reference range	Meas Value	Qualifier Value	S
321	MEDDRA	10019794	Hepatitis syphilitic	1	4055221	197347003	Hepatitis in late syphilis	Condition	Clinical Finding	S
321	MEDDRA	10019794	Hepatitis syphilitic	2	4215747	80770009	Secondary syphilis of liver	Condition	Clinical Finding	S
321	MEDDRA	10019794	Hepatitis syphilitic	3	194861	86028001	Syphilis of liver	Condition	Clinical Finding	S
322	MEDDRA	10067554	Perihepatic abscess	1	201901	27916005	Abscess of liver	Condition	Clinical Finding	S
322	MEDDRA	10067554	Perihepatic abscess	1	4136385	264136000	Perihepatic	Observation	Qualifier Value	S
323	MEDDRA	10051081	Nodular regenerative hyperplasia	1	37018557	715140008	Nodular regenerative hyperplasia of liver	Condition	Clinical Finding	S
324	MEDDRA	10061203	Hepatobiliary neoplasm	1	4129884	126853008	Neoplasm of biliary tract	Condition	Clinical Finding	S
324	MEDDRA	10061203	Hepatobiliary neoplasm	2	4130518	126851005	Neoplasm of liver	Condition	Clinical Finding	S
325	MEDDRA	10004668	Biliary neoplasm	1	4129884	126853008	Neoplasm of biliary tract	Condition	Clinical Finding	S
326	MEDDRA	10067389	Herpes simplex hepatitis	1	444429	88594005	Herpes simplex	Condition	Clinical Finding	S
326	MEDDRA	10067389	Herpes simplex hepatitis	1	4009105	10200004	Liver structure	Spec Anatomic Site	Body Structure	S
327	MEDDRA	10050792	Urine bilirubin increased	1	4230546	359992002	Bilirubin measurement, urine	Measurement	Procedure	S
327	MEDDRA	10050792	Urine bilirubin increased	1	4124458	260399008	Raised	Meas Value	Qualifier Value	S
328	MEDDRA	10057229	Post cholecystectomy syndrome	1	200444	90782003	Postcholecystectomy syndrome	Condition	Clinical Finding	S
329	MEDDRA	10067737	Lupus hepatitis	1	4057084	19682006	Lupus hepatitis	Condition	Clinical Finding	S
331	MEDDRA	10030897	Opisthorchiasis	1	444117	1059007	Opisthorchiasis	Condition	Clinical Finding	S
332	MEDDRA	10004585	Bile duct adenocarcinoma	1	4321680	70179006	Cholangiocarcinoma	Observation	Morph Abnormality	S
333	MEDDRA	10052246	Gallbladder abscess	1	4137285	32038009	Abscess of gallbladder	Condition	Clinical Finding	S
335	MEDDRA	10055111	Biliary cancer metastatic	1	4146820	34707002	Biliary tract structure	Spec Anatomic Site	Body Structure	S
335	MEDDRA	10055111	Biliary cancer metastatic	1	432851	128462008	Secondary malignant neoplastic disease	Condition	Clinical Finding	S
336	MEDDRA	10004659	Biliary cirrhosis	1	192675	1761006	Biliary cirrhosis	Condition	Clinical Finding	S
337	MEDDRA	10001552	Alanine aminotransferase normal	1	4042564	166645004	Alanine aminotransferase (ALT) (serum glutamic-pyruvic transaminase) (SGPT) level normal	Condition	Clinical Finding	S
338	MEDDRA	10045428	Ultrasound liver abnormal	1	40484531	442684004	Imaging of liver abnormal	Condition	Clinical Finding	S
339	MEDDRA	10054936	Cardiac cirrhosis	1	4252074	74669004	Cardiac cirrhosis	Condition	Clinical Finding	S
340	MEDDRA	10008912	Chronic hepatitis C	1	198964	128302006	Chronic hepatitis C	Condition	Clinical Finding	S
341	MEDDRA	10059506	Urobilinogen urine	1	4283360	67410005	Urobilinogen measurement, urine	Measurement	Procedure	S
343	MEDDRA	10053870	Alagille syndrome	1	4136964	31742004	Arteriohepatic dysplasia	Condition	Clinical Finding	S
344	MEDDRA	10004596	Bile duct cancer recurrent	1	4181345	363415003	Malignant tumor of biliary tract	Condition	Clinical Finding	S
344	MEDDRA	10004596	Bile duct cancer recurrent	1	4113136	255227004	Recurrent	Observation	Qualifier Value	S
347	MEDDRA	10004664	Biliary fibrosis	1	4170063	48124008	Fibrosis of bile duct	Condition	Clinical Finding	S
348	MEDDRA	10065203	Biliary tract infection fungal	1	4146820	34707002	Biliary tract structure	Spec Anatomic Site	Body Structure	S
348	MEDDRA	10065203	Biliary tract infection fungal	1	4207190	312146001	Fungal infection by site	Condition	Clinical Finding	S
